Crop,Year,Country,Region,avgtemp,precipitation,co2,yield,extremeevents,irrigationaccess,pesticideuse,fertilizeruse,soilhealth,strategies,economicimpact,irrigationtype,soiltype,season,soilimpact,Machine_Name,Function,Features
Wheat,2019,India,West Bengal,6.54,1232.89,9.43,0.77,4,29.82,37.6,84.55,84.45,Drought-resistant Crops,80.48,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2017,Argentina,Northeast,24.06,2598.42,13.47,3.06,9,74.3,38.51,10.98,74.19,No Adaptation,1244.98,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,1997,USA,West,11.85,901.7,24.94,1.665,9,24.73,43.89,61.48,94.45,No Adaptation,682.73,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,1992,Russia,Central,3.29,1277.89,3.32,2.12,7,35.84,1.74,45.84,74.08,Drought-resistant Crops,701.94,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2013,USA,Midwest,28.64,1003.4,10.6,2.16,9,46.35,16.83,58.99,77.76,Drought-resistant Crops,456.22,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Sugarcane,1995,USA,West,22.21,2768.68,28.51,2.646,10,45.62,1.52,44.94,96.68,Drought-resistant Crops,1179.66,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Maize,2017,Australia,Victoria,-1.46,2650.71,2.66,2.36,2,77.65,38.51,77.22,48.58,Crop Rotation,696.4,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Rice,1992,Russia,Siberian,-0.17,1689.34,22.1,1.152,2,79.72,16.08,30.79,78.96,No Adaptation,256.77,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2024,Nigeria,North West,0.7,472.59,11.18,2.205,2,62.78,13.39,87.69,98.47,Organic Farming,648.51,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2011,Russia,Siberian,-1.84,1814.87,17.11,2.457,7,75.24,5.91,10.18,45.82,Water Management,743.91,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,1994,Australia,New South Wales,-4.86,1336.07,28.01,1.746,4,92.65,45.52,58.66,98.05,Crop Rotation,685.29,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,2005,Canada,Quebec,18.74,1645.58,24.21,3.24,6,37.11,25.08,23.58,56.76,Crop Rotation,1039.44,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2016,Australia,New South Wales,-0.98,1148.11,25.7,0.864,1,67.17,38.83,36.62,49.0,Drought-resistant Crops,194.53,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Wheat,2013,Argentina,Northeast,14.59,1892.03,16.47,4.023,4,94.63,45.01,10.51,82.13,Organic Farming,2007.91,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2019,India,Maharashtra,31.48,927.87,0.81,3.62,3,98.41,14.62,17.16,72.46,Organic Farming,656.87,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2022,Australia,New South Wales,-2.88,1431.14,18.01,1.431,0,98.49,44.6,40.76,72.1,Water Management,620.28,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,2010,Russia,Northwestern,7.94,325.52,27.02,1.683,0,67.91,10.95,18.5,38.64,Drought-resistant Crops,593.17,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2009,Russia,Volga,14.44,722.37,18.04,2.169,4,69.73,5.03,61.72,87.66,Organic Farming,434.57,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Wheat,2003,Nigeria,South West,-2.1,2705.41,20.35,1.845,6,60.0,2.36,43.25,54.34,Organic Farming,384.51,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,2017,Nigeria,South East,0.16,2720.38,15.68,2.43,8,62.12,13.18,55.04,86.73,Drought-resistant Crops,1044.74,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,2021,Brazil,North,16.6,1033.31,7.22,2.06,0,88.11,27.33,37.69,81.77,Crop Rotation,579.99,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Barley,2010,Argentina,Patagonia,28.39,2579.91,6.33,3.07,7,13.57,23.91,32.73,56.81,Crop Rotation,539.05,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,2007,Russia,Siberian,21.27,1221.39,22.98,3.402,2,45.7,39.41,83.13,82.96,Crop Rotation,797.01,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,2008,Australia,Victoria,6.37,2333.36,15.97,1.314,9,56.41,11.69,96.71,30.43,Crop Rotation,307.18,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,1990,Australia,Victoria,4.39,1531.7,3.74,2.03,3,94.21,45.11,42.02,65.18,No Adaptation,636.45,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2007,Russia,Central,23.0,2901.8,21.11,2.511,6,29.78,45.99,2.32,92.73,Organic Farming,820.55,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,1991,France,Grand Est,26.95,437.46,5.33,2.52,6,86.74,17.23,66.25,93.46,Organic Farming,623.35,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,1997,Canada,Quebec,20.28,2674.64,0.69,1.87,2,58.57,22.17,97.2,31.02,Drought-resistant Crops,283.58,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Maize,2002,India,Tamil Nadu,5.94,371.87,29.64,2.565,2,64.04,17.24,6.41,77.46,Organic Farming,921.74,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Wheat,2020,Russia,Central,6.87,862.59,20.69,0.5040000000000001,9,77.21,32.33,65.93,98.62,No Adaptation,176.62,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,2015,France,Provence-Alpes-Cote d’Azur,11.93,919.97,17.01,1.746,4,88.8,19.87,93.56,69.54,Crop Rotation,588.04,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Barley,2018,Australia,New South Wales,29.97,953.92,27.56,1.845,5,30.04,13.32,34.79,37.5,No Adaptation,800.01,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,2012,France,Ile-de-France,33.42,2523.44,5.64,3.56,4,47.05,35.96,29.66,85.32,No Adaptation,1773.86,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Sugarcane,2023,France,Ile-de-France,19.65,2007.26,11.8,2.12,5,60.04,33.51,27.27,37.71,Crop Rotation,664.8,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,1990,India,West Bengal,26.72,1630.15,22.54,1.152,1,35.0,1.37,2.62,42.89,Organic Farming,295.24,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,1990,Nigeria,South East,10.27,2867.62,2.68,3.28,10,32.1,10.41,59.23,38.14,No Adaptation,1234.94,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,1995,China,Central,21.74,2645.21,3.01,1.89,6,40.84,11.06,90.4,93.82,Organic Farming,795.87,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Sugarcane,2005,USA,Northeast,9.6,2725.25,21.25,2.07,10,45.74,42.27,80.94,54.32,Drought-resistant Crops,374.27,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Barley,2021,France,Provence-Alpes-Cote d’Azur,11.15,1225.86,5.87,1.96,8,99.34,34.42,11.0,46.26,Crop Rotation,686.19,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,2004,Australia,Western Australia,14.15,984.19,25.26,2.466,6,49.52,20.3,44.55,80.04,Drought-resistant Crops,837.14,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2010,Australia,Queensland,22.99,440.47,13.84,2.43,2,19.44,37.15,56.35,92.61,Crop Rotation,992.54,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2010,Canada,Quebec,4.43,2363.73,13.64,1.45,3,60.5,16.14,39.6,91.21,Drought-resistant Crops,580.91,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Maize,2016,Russia,Siberian,25.74,2239.72,14.77,1.11,0,31.58,32.01,82.38,92.0,No Adaptation,168.19,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Barley,2016,Argentina,Patagonia,0.45,2180.57,13.81,2.95,8,35.62,9.61,82.39,96.26,Drought-resistant Crops,568.65,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,1996,India,West Bengal,15.63,2219.75,4.84,3.56,0,35.81,3.52,46.27,54.21,Crop Rotation,1771.36,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Wheat,1995,Australia,Victoria,3.97,506.31,6.02,0.58,9,29.63,28.2,37.65,90.05,Organic Farming,226.74,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2016,Canada,Prairies,22.58,2875.39,28.34,0.783,8,56.92,34.54,53.02,71.19,No Adaptation,180.19,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Sugarcane,1995,China,North,24.72,1558.83,24.28,2.592,7,30.85,27.38,2.66,39.66,Crop Rotation,687.9,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2015,Brazil,North,22.14,1736.66,24.2,3.0690000000000004,6,90.62,4.4,88.95,54.79,Crop Rotation,693.32,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2020,India,Tamil Nadu,0.71,2496.96,8.08,2.4,6,41.04,47.94,18.86,88.93,No Adaptation,997.4,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,2014,India,Punjab,-0.91,872.85,10.18,0.71,10,55.49,7.82,85.91,34.21,Crop Rotation,158.06,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,2017,Russia,Northwestern,7.34,586.35,7.0,1.07,10,88.96,42.2,71.15,45.82,Drought-resistant Crops,436.71,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,1995,India,Punjab,30.42,2754.27,17.76,1.557,3,21.53,0.39,23.31,54.76,Organic Farming,463.87,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,1996,USA,West,10.55,486.54,19.44,3.492,1,55.73,23.29,36.04,95.77,Crop Rotation,792.88,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Maize,2004,Canada,British Columbia,20.92,2128.17,13.98,2.38,1,35.11,20.56,86.97,40.68,No Adaptation,598.19,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Wheat,2013,USA,Northeast,31.78,2541.27,2.05,0.91,2,81.99,41.5,49.85,70.86,Crop Rotation,121.41,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,1998,Russia,Siberian,12.05,1116.77,15.22,3.285,9,77.48,0.72,78.68,89.61,Organic Farming,1061.5,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Wheat,1996,France,Ile-de-France,4.53,2578.74,24.56,0.873,9,26.24,49.34,82.98,55.4,Crop Rotation,299.03,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,1992,Argentina,Patagonia,33.86,967.1,23.97,3.06,3,85.62,21.03,26.82,61.49,Drought-resistant Crops,1230.91,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,2011,Australia,Victoria,-0.74,431.38,21.1,2.025,6,13.68,12.76,36.39,79.08,Crop Rotation,210.75,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,1996,Nigeria,North West,6.96,669.77,11.43,1.8,6,52.92,6.44,82.34,33.49,Crop Rotation,852.17,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Rice,2000,USA,South,25.01,2388.23,3.1,2.0,1,29.09,2.12,20.69,44.87,Water Management,485.17,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Maize,2014,France,Provence-Alpes-Cote d’Azur,21.82,833.64,14.89,2.23,10,99.51,45.2,11.66,89.87,Crop Rotation,1068.95,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Wheat,2018,Brazil,North,14.28,2994.39,18.02,1.4580000000000002,4,72.3,44.09,98.45,66.42,Drought-resistant Crops,185.77,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Sugarcane,2011,Nigeria,South East,26.72,290.72,19.55,1.98,3,68.88,28.8,72.47,96.67,Drought-resistant Crops,821.26,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2014,Canada,Quebec,7.04,517.06,26.03,1.332,2,87.44,28.36,92.89,34.16,Water Management,264.59,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2020,Russia,Northwestern,30.87,2880.95,22.8,1.872,0,86.7,17.68,32.13,47.81,Organic Farming,497.23,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Maize,2010,Brazil,South,23.89,2019.71,19.58,1.305,2,39.8,13.31,7.31,52.13,Crop Rotation,160.75,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Rice,2017,Argentina,Northwest,-3.82,256.4,21.34,2.673,8,71.37,31.1,37.01,89.61,Organic Farming,828.3,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,2015,Australia,New South Wales,6.8,213.56,26.1,0.558,8,49.87,9.25,10.48,98.32,Crop Rotation,191.33,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,1996,Argentina,Northeast,31.16,1436.15,14.92,3.45,9,58.53,38.9,89.83,37.97,Water Management,919.87,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2017,Russia,Central,11.44,909.13,8.76,3.82,8,29.48,7.09,87.23,35.31,Drought-resistant Crops,1357.56,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,1998,India,Maharashtra,-4.68,2666.98,23.06,1.62,7,27.45,21.39,22.11,85.97,Organic Farming,543.92,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2005,Argentina,Pampas,9.91,687.28,28.67,0.513,2,79.56,28.98,7.94,57.06,No Adaptation,92.15,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Sugarcane,1990,India,Punjab,0.79,1972.87,14.66,2.25,3,82.7,9.81,83.32,50.88,No Adaptation,701.78,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Barley,2012,India,Maharashtra,18.53,1176.45,13.17,3.47,6,69.28,17.96,85.95,89.13,No Adaptation,916.58,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,2003,France,Ile-de-France,-1.02,655.61,9.01,2.22,1,60.74,26.46,85.95,34.7,Drought-resistant Crops,970.45,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,1998,Brazil,South,26.42,2969.51,13.77,3.54,10,73.43,21.97,6.07,80.27,Crop Rotation,781.12,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2003,USA,Northeast,7.08,1238.67,28.58,2.6910000000000003,7,12.85,42.55,41.48,51.98,Organic Farming,907.13,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,2008,Nigeria,South West,11.02,2501.33,28.68,3.6,0,83.33,38.43,68.14,77.9,Organic Farming,1427.81,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,1994,USA,West,6.52,2131.16,16.6,2.43,3,66.31,8.11,48.75,35.35,No Adaptation,379.56,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,2010,Argentina,Northwest,9.88,2536.51,7.58,2.19,6,87.54,15.96,33.84,78.8,Water Management,760.68,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,2000,India,Punjab,7.05,2139.94,29.87,1.62,5,23.99,13.19,59.96,32.95,Water Management,777.4,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,1998,Argentina,Northeast,31.22,2096.52,3.89,1.88,3,84.18,10.01,48.97,89.12,Organic Farming,830.19,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,2005,Australia,Victoria,8.54,1375.81,11.97,2.0,4,94.03,18.65,13.99,77.69,Organic Farming,776.21,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
